,Oligodendrocyte/OPC__Donor_333,Excitatory neuron__Donor_865,Excitatory neuron__Donor_614,Excitatory neuron__Donor_333,Inhibitory neuron__Donor_31,Excitatory neuron__Donor_1001,Excitatory neuron__Donor_638,Excitatory neuron__Donor_228,Inhibitory neuron__Donor_1001,Excitatory neuron__Donor_31,Support/Vascular/Immune__Donor_1001,Excitatory neuron__Donor_1007,Astrocyte Homeostatic__Donor_614,Inhibitory neuron__Donor_638,Inhibitory neuron__Donor_333,Astrocyte Reactive__Donor_1001,Microglia__Donor_1001,Oligodendrocyte/OPC__Donor_1001,Microglia__Donor_865,Support/Vascular/Immune__Donor_638,Support/Vascular/Immune__Donor_228,Inhibitory neuron__Donor_865,Support/Vascular/Immune__Donor_614,Inhibitory neuron__Donor_614,Microglia__Donor_333,Microglia__Donor_614,Oligodendrocyte/OPC__Donor_865,Support/Vascular/Immune__Donor_865,Support/Vascular/Immune__Donor_333,Microglia__Donor_228,Astrocyte Reactive__Donor_614,Support/Vascular/Immune__Donor_31,Microglia__Donor_1007,Astrocyte Homeostatic__Donor_31,Inhibitory neuron__Donor_228,Inhibitory neuron__Donor_1007,Oligodendrocyte/OPC__Donor_638,Support/Vascular/Immune__Donor_1007,Astrocyte Reactive__Donor_865,Oligodendrocyte/OPC__Donor_614,Microglia__Donor_638,Microglia__Donor_31,Oligodendrocyte/OPC__Donor_228,Excitatory neuron__Donor_545,Inhibitory neuron__Donor_941,Excitatory neuron__Donor_941,Excitatory neuron__Donor_1467,Oligodendrocyte/OPC__Donor_941,Support/Vascular/Immune__Donor_941,Inhibitory neuron__Donor_545,Oligodendrocyte/OPC__Donor_545,Microglia__Donor_545,Support/Vascular/Immune__Donor_1467,Inhibitory neuron__Donor_1467,Support/Vascular/Immune__Donor_545,Microglia__Donor_941,Astrocyte Homeostatic__Donor_941,Astrocyte Homeostatic__Donor_545,Excitatory neuron__Donor_609,Excitatory neuron__Donor_735,Excitatory neuron__Donor_634,Astrocyte Homeostatic__Donor_1146,Astrocyte Homeostatic__Donor_609,Support/Vascular/Immune__Donor_1146,Inhibitory neuron__Donor_1146,Inhibitory neuron__Donor_1278,Oligodendrocyte/OPC__Donor_721,Microglia__Donor_634,Excitatory neuron__Donor_1146,Excitatory neuron__Donor_721,Microglia__Donor_1146,Astrocyte Reactive__Donor_1146,Microglia__Donor_609,Inhibitory neuron__Donor_634,Inhibitory neuron__Donor_721,Oligodendrocyte/OPC__Donor_1278,Support/Vascular/Immune__Donor_735,Inhibitory neuron__Donor_609,Oligodendrocyte/OPC__Donor_735,Excitatory neuron__Donor_1278,Support/Vascular/Immune__Donor_609,Support/Vascular/Immune__Donor_634,Support/Vascular/Immune__Donor_1278,Support/Vascular/Immune__Donor_721,Astrocyte Homeostatic__Donor_735,Inhibitory neuron__Donor_735,Microglia__Donor_721,Oligodendrocyte/OPC__Donor_634,Astrocyte Homeostatic__Donor_721,Astrocyte Reactive__Donor_735,Astrocyte Reactive__Donor_634,Microglia__Donor_735,Oligodendrocyte/OPC__Donor_1146,Astrocyte Reactive__Donor_609,Oligodendrocyte/OPC__Donor_609,Astrocyte Homeostatic__Donor_1278
ENSG00000234147,53.0,48.0,26.0,14.0,150.0,33.0,14.0,11.0,116.0,11.0,37.0,4.0,3.0,51.0,48.0,8.0,20.0,33.0,8.0,4.0,3.0,19.0,8.0,80.0,1.0,17.0,1.0,19.0,21.0,0.0,2.0,12.0,0.0,9.0,29.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,16.0,74.0,8.0,9.0,7.0,6.0,12.0,0.0,2.0,4.0,38.0,2.0,3.0,0.0,1.0,57.0,28.0,42.0,22.0,12.0,34.0,30.0,180.0,81.0,16.0,33.0,15.0,18.0,2.0,30.0,189.0,24.0,1.0,20.0,13.0,23.0,14.0,16.0,13.0,6.0,13.0,27.0,336.0,4.0,0.0,3.0,0.0,40.0,7.0,1.0,0.0,0.0,0.0
ENSG00000234173,36.0,159.0,134.0,139.0,35.0,174.0,24.0,13.0,13.0,41.0,2931.0,4.0,9.0,6.0,9.0,2.0,27.0,22.0,7.0,188.0,528.0,3.0,670.0,6.0,4.0,20.0,0.0,167.0,2140.0,0.0,1.0,2041.0,1.0,6.0,1.0,0.0,1.0,50.0,0.0,1.0,3.0,4.0,0.0,14.0,65.0,87.0,8.0,11.0,986.0,1.0,0.0,1.0,639.0,2.0,270.0,4.0,1.0,2.0,207.0,95.0,39.0,31.0,10.0,3665.0,22.0,40.0,61.0,14.0,764.0,126.0,72.0,0.0,11.0,7.0,13.0,5.0,1293.0,3.0,0.0,96.0,1299.0,704.0,1943.0,2055.0,5.0,8.0,9.0,6.0,3.0,1.0,2.0,8.0,1.0,0.0,1.0,4.0
ENSG00000234222,3.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234281,10539.0,1723.0,796.0,856.0,3320.0,910.0,498.0,475.0,309.0,226.0,732.0,58.0,1476.0,34.0,289.0,51.0,338.0,4241.0,57.0,36.0,79.0,29.0,340.0,114.0,39.0,195.0,1.0,116.0,522.0,1.0,12.0,192.0,2.0,468.0,85.0,3.0,5.0,15.0,6.0,23.0,14.0,9.0,3.0,610.0,13647.0,429.0,86.0,1330.0,109.0,30.0,4.0,6.0,47.0,127.0,46.0,25.0,86.0,61.0,1122.0,335.0,2176.0,13299.0,2620.0,1244.0,2732.0,7193.0,20724.0,187.0,1764.0,621.0,732.0,17.0,142.0,113.0,3059.0,655.0,252.0,353.0,89.0,591.0,275.0,255.0,255.0,533.0,2104.0,322.0,96.0,390.0,256.0,7.0,62.0,70.0,346.0,6.0,10.0,112.0
ENSG00000234323,2558.0,4504.0,674.0,818.0,3055.0,957.0,1237.0,1163.0,212.0,261.0,783.0,226.0,1173.0,114.0,217.0,11.0,471.0,1016.0,156.0,168.0,268.0,137.0,349.0,190.0,41.0,263.0,1.0,402.0,500.0,16.0,7.0,291.0,23.0,262.0,204.0,3.0,6.0,52.0,17.0,11.0,72.0,9.0,23.0,685.0,8553.0,604.0,896.0,246.0,176.0,84.0,8.0,34.0,273.0,241.0,131.0,19.0,29.0,72.0,1939.0,759.0,949.0,814.0,1510.0,792.0,490.0,5295.0,4808.0,521.0,695.0,541.0,354.0,13.0,559.0,137.0,1810.0,181.0,251.0,380.0,82.0,892.0,350.0,416.0,353.0,349.0,1292.0,269.0,92.0,117.0,66.0,10.0,23.0,177.0,14.0,1.0,2.0,41.0
ENSG00000234335,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234377,175.0,6317.0,2168.0,2556.0,749.0,5165.0,4588.0,8766.0,1015.0,5281.0,67.0,969.0,25.0,153.0,1014.0,24.0,61.0,72.0,80.0,8.0,31.0,2386.0,28.0,232.0,8.0,63.0,4.0,57.0,25.0,4.0,4.0,12.0,7.0,10.0,11.0,24.0,2.0,5.0,23.0,1.0,12.0,2.0,1.0,6086.0,1515.0,1944.0,3433.0,13.0,17.0,59.0,2.0,3.0,12.0,283.0,6.0,7.0,2.0,2.0,5614.0,2039.0,6036.0,87.0,58.0,86.0,1681.0,616.0,361.0,125.0,9096.0,1104.0,87.0,1.0,185.0,1008.0,608.0,14.0,22.0,482.0,0.0,3907.0,33.0,48.0,39.0,45.0,17.0,581.0,12.0,22.0,7.0,0.0,221.0,21.0,0.0,2.0,1.0,4.0
ENSG00000234423,126.0,1523.0,992.0,431.0,58.0,1368.0,603.0,320.0,81.0,123.0,628.0,184.0,23.0,46.0,63.0,10.0,5653.0,55.0,1287.0,62.0,56.0,59.0,301.0,32.0,284.0,2084.0,8.0,389.0,297.0,153.0,3.0,32.0,98.0,6.0,6.0,6.0,9.0,30.0,14.0,5.0,502.0,119.0,2.0,678.0,136.0,190.0,93.0,15.0,81.0,51.0,1.0,299.0,40.0,19.0,77.0,363.0,0.0,0.0,2336.0,486.0,734.0,105.0,76.0,535.0,95.0,112.0,190.0,6087.0,966.0,343.0,3709.0,4.0,4362.0,64.0,63.0,1.0,205.0,55.0,6.0,199.0,440.0,289.0,56.0,194.0,17.0,44.0,1263.0,12.0,10.0,1.0,24.0,2874.0,4.0,1.0,4.0,0.0
ENSG00000234425,3.0,3.0,3.0,2.0,185.0,2.0,0.0,2.0,152.0,1.0,0.0,0.0,0.0,20.0,50.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,94.0,2.0,3.0,0.0,0.0,1.0,100.0,28.0,1.0,0.0,5.0,0.0,2.0,0.0,1.0,48.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,116.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000234428,235.0,181.0,337.0,392.0,634.0,389.0,138.0,205.0,1870.0,439.0,511.0,39.0,39.0,76.0,443.0,91.0,88.0,257.0,135.0,27.0,72.0,55.0,143.0,145.0,10.0,108.0,3.0,52.0,282.0,0.0,18.0,230.0,2.0,6.0,38.0,19.0,4.0,11.0,7.0,3.0,2.0,6.0,0.0,236.0,185.0,183.0,104.0,3.0,124.0,120.0,0.0,1.0,78.0,69.0,34.0,10.0,3.0,1.0,1268.0,123.0,535.0,68.0,143.0,584.0,816.0,215.0,538.0,59.0,1306.0,229.0,385.0,17.0,40.0,315.0,251.0,17.0,217.0,72.0,6.0,353.0,309.0,140.0,240.0,289.0,40.0,697.0,35.0,37.0,10.0,5.0,67.0,19.0,4.0,11.0,6.0,1.0
ENSG00000234571,14.0,24.0,8.0,7.0,111.0,22.0,16.0,23.0,315.0,2.0,6.0,1.0,2.0,23.0,34.0,0.0,10.0,13.0,61.0,0.0,4.0,6.0,1.0,14.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,38.0,3.0,13.0,2.0,2.0,39.0,0.0,0.0,2.0,52.0,2.0,2.0,0.0,0.0,138.0,6.0,11.0,8.0,15.0,14.0,87.0,46.0,11.0,3.0,17.0,1.0,10.0,0.0,4.0,16.0,25.0,2.0,9.0,2.0,1.0,7.0,3.0,7.0,0.0,3.0,2.0,207.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSG00000234693,5.0,8.0,15.0,26.0,6.0,120.0,15.0,3.0,8.0,4.0,11.0,2.0,0.0,0.0,1.0,14.0,9.0,7.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,28.0,1.0,0.0,12.0,6.0,6.0,7.0,1.0,12.0,1.0,4.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,9.0,3.0,4.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234715,976.0,175.0,47.0,71.0,209.0,88.0,63.0,35.0,9.0,25.0,546.0,10.0,85.0,6.0,16.0,4.0,14.0,551.0,7.0,5.0,11.0,6.0,91.0,3.0,0.0,5.0,0.0,69.0,65.0,0.0,0.0,20.0,0.0,59.0,3.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,6.0,47.0,312.0,31.0,19.0,34.0,26.0,1.0,5.0,0.0,3.0,29.0,1.0,1.0,6.0,1.0,175.0,36.0,86.0,283.0,384.0,1459.0,50.0,188.0,568.0,16.0,388.0,46.0,9.0,1.0,10.0,5.0,58.0,14.0,26.0,10.0,9.0,46.0,29.0,12.0,118.0,57.0,65.0,8.0,7.0,27.0,13.0,0.0,11.0,5.0,10.0,0.0,9.0,19.0
ENSG00000234779,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234806,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234854,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,88.0,0.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,1.0,2.0,0.0,0.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000234892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235020,32.0,609.0,1396.0,1224.0,57.0,1215.0,389.0,387.0,182.0,945.0,322.0,60.0,11.0,15.0,112.0,71.0,430.0,11.0,66.0,11.0,12.0,46.0,193.0,66.0,34.0,192.0,0.0,82.0,238.0,4.0,16.0,66.0,1.0,5.0,0.0,2.0,1.0,10.0,4.0,5.0,13.0,13.0,0.0,466.0,43.0,323.0,200.0,1.0,44.0,5.0,1.0,3.0,17.0,7.0,6.0,36.0,0.0,1.0,2196.0,345.0,857.0,39.0,16.0,707.0,240.0,46.0,66.0,136.0,4108.0,421.0,1039.0,7.0,107.0,28.0,58.0,2.0,82.0,46.0,0.0,952.0,122.0,53.0,101.0,109.0,1.0,70.0,157.0,5.0,1.0,0.0,52.0,80.0,1.0,6.0,1.0,1.0
ENSG00000235292,720.0,451.0,117.0,85.0,448.0,68.0,83.0,55.0,22.0,25.0,109.0,10.0,154.0,3.0,36.0,0.0,62.0,386.0,8.0,5.0,33.0,2.0,64.0,12.0,7.0,66.0,0.0,24.0,100.0,1.0,1.0,37.0,0.0,63.0,14.0,0.0,0.0,6.0,0.0,9.0,0.0,6.0,1.0,85.0,1327.0,38.0,29.0,150.0,29.0,0.0,0.0,6.0,16.0,15.0,19.0,3.0,9.0,13.0,159.0,19.0,191.0,612.0,293.0,198.0,117.0,420.0,1918.0,42.0,93.0,64.0,130.0,0.0,50.0,10.0,234.0,23.0,31.0,26.0,4.0,47.0,63.0,49.0,55.0,47.0,121.0,17.0,21.0,33.0,17.0,0.0,5.0,18.0,19.0,1.0,0.0,6.0
ENSG00000235300,1.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,7.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235448,122.0,392.0,349.0,129.0,270.0,206.0,62.0,434.0,20.0,34.0,247.0,104.0,1014.0,11.0,16.0,7.0,79.0,64.0,22.0,18.0,23.0,12.0,110.0,57.0,11.0,102.0,2.0,79.0,86.0,1.0,7.0,18.0,3.0,27.0,91.0,4.0,1.0,7.0,6.0,7.0,20.0,0.0,1.0,35.0,6290.0,339.0,8.0,429.0,21.0,2.0,1.0,3.0,13.0,3.0,11.0,11.0,21.0,0.0,1012.0,330.0,675.0,2708.0,1142.0,317.0,612.0,451.0,11999.0,94.0,485.0,641.0,195.0,3.0,141.0,41.0,2245.0,10.0,73.0,180.0,34.0,104.0,86.0,107.0,43.0,96.0,815.0,136.0,26.0,74.0,104.0,0.0,14.0,32.0,80.0,3.0,6.0,2.0
ENSG00000235492,890.0,150.0,13.0,35.0,1275.0,17.0,32.0,49.0,5.0,9.0,13.0,7.0,112.0,1.0,31.0,0.0,1.0,194.0,2.0,0.0,4.0,0.0,7.0,5.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,156.0,21.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,16.0,2999.0,49.0,3.0,398.0,3.0,0.0,0.0,1.0,0.0,32.0,2.0,0.0,14.0,2.0,78.0,16.0,124.0,600.0,412.0,14.0,135.0,1002.0,3934.0,6.0,16.0,36.0,9.0,0.0,4.0,4.0,393.0,55.0,3.0,49.0,2.0,55.0,5.0,8.0,1.0,6.0,145.0,24.0,1.0,26.0,26.0,0.0,0.0,0.0,22.0,0.0,5.0,3.0
ENSG00000235531,55.0,521.0,368.0,243.0,30.0,790.0,455.0,324.0,22.0,123.0,213.0,114.0,4.0,8.0,7.0,36.0,132.0,13.0,39.0,75.0,46.0,13.0,140.0,5.0,12.0,129.0,1.0,112.0,320.0,12.0,40.0,18.0,8.0,4.0,1.0,1.0,1.0,87.0,21.0,0.0,72.0,0.0,0.0,490.0,34.0,197.0,30.0,5.0,40.0,5.0,0.0,52.0,7.0,2.0,28.0,6.0,0.0,0.0,1070.0,312.0,641.0,41.0,33.0,94.0,23.0,40.0,52.0,90.0,858.0,168.0,46.0,29.0,296.0,13.0,11.0,3.0,72.0,4.0,2.0,179.0,433.0,14.0,20.0,73.0,9.0,9.0,4.0,4.0,1.0,21.0,21.0,19.0,4.0,10.0,0.0,1.0
ENSG00000235537,47.0,33.0,1.0,4.0,6.0,9.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,5.0,6.0,1.0,13.0,0.0,2.0,0.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235576,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000235750,4.0,75.0,10.0,3.0,12.0,29.0,12.0,2.0,21.0,2.0,9.0,0.0,0.0,9.0,6.0,2.0,1.0,13.0,14.0,2.0,4.0,14.0,4.0,1.0,0.0,0.0,17.0,38.0,2.0,0.0,1.0,7.0,0.0,1.0,6.0,4.0,6.0,1.0,8.0,9.0,0.0,0.0,4.0,6.0,3.0,3.0,0.0,1.0,3.0,13.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,75.0,15.0,27.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,26.0,3.0,0.0,24.0,14.0,5.0,9.0,66.0,6.0,2.0,10.0,0.0,25.0,0.0,26.0,0.0,2.0,6.0,1.0,2.0,6.0,4.0,0.0
ENSG00000235770,54.0,20.0,19.0,11.0,29.0,10.0,5.0,9.0,8.0,11.0,10.0,1.0,2.0,4.0,4.0,94.0,47.0,41.0,9.0,4.0,5.0,4.0,4.0,4.0,1.0,20.0,4.0,2.0,3.0,3.0,27.0,2.0,1.0,1.0,0.0,1.0,12.0,0.0,101.0,15.0,3.0,1.0,2.0,6.0,28.0,10.0,3.0,18.0,0.0,0.0,5.0,3.0,2.0,3.0,17.0,2.0,0.0,0.0,19.0,6.0,23.0,3.0,5.0,13.0,6.0,18.0,28.0,52.0,13.0,3.0,41.0,27.0,57.0,26.0,5.0,3.0,6.0,3.0,51.0,5.0,23.0,3.0,3.0,2.0,5.0,10.0,16.0,166.0,1.0,11.0,330.0,4.0,9.0,2.0,0.0,0.0
ENSG00000235880,2.0,3.0,2.0,1.0,109.0,3.0,1.0,0.0,212.0,0.0,1.0,1.0,0.0,21.0,28.0,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,4.0,4.0,3.0,71.0,12.0,5.0,0.0,2.0,1.0,2.0,0.0,1.0,15.0,11.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000235904,134.0,1023.0,1198.0,974.0,81.0,1794.0,312.0,554.0,289.0,627.0,834.0,72.0,22.0,24.0,146.0,455.0,117.0,424.0,31.0,40.0,95.0,105.0,414.0,107.0,20.0,54.0,66.0,232.0,373.0,1.0,168.0,248.0,0.0,7.0,4.0,5.0,49.0,5.0,153.0,93.0,4.0,1.0,35.0,387.0,206.0,379.0,249.0,22.0,146.0,22.0,37.0,1.0,78.0,4.0,44.0,3.0,0.0,0.0,1424.0,658.0,692.0,58.0,26.0,2027.0,450.0,133.0,133.0,47.0,3779.0,667.0,199.0,238.0,50.0,83.0,118.0,14.0,255.0,76.0,74.0,856.0,351.0,227.0,323.0,534.0,10.0,82.0,27.0,214.0,6.0,87.0,398.0,17.0,54.0,114.0,90.0,2.0
ENSG00000235933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236107,309.0,2293.0,3094.0,1586.0,196.0,3531.0,435.0,463.0,348.0,275.0,2993.0,134.0,40.0,67.0,428.0,14.0,1546.0,107.0,297.0,144.0,412.0,326.0,1082.0,282.0,209.0,1595.0,9.0,407.0,2516.0,9.0,8.0,1797.0,29.0,26.0,15.0,10.0,5.0,44.0,7.0,9.0,68.0,70.0,0.0,722.0,366.0,519.0,72.0,21.0,1255.0,245.0,1.0,32.0,453.0,32.0,282.0,123.0,2.0,4.0,3825.0,952.0,1530.0,182.0,94.0,4968.0,1009.0,191.0,365.0,708.0,5361.0,1569.0,3467.0,9.0,860.0,356.0,401.0,14.0,2000.0,396.0,12.0,547.0,1805.0,1056.0,2241.0,2937.0,32.0,128.0,308.0,24.0,11.0,4.0,48.0,281.0,10.0,4.0,3.0,11.0
